Time,SensorID,RadarID,TOA,Amplitude,Frequency,PulseWidth,AOA
2.0009999999998906,Sensor1,Radar2,2.0010179628226092,-74.50384278863532,9200153926.810114,1.182020419163492e-06,59.30874703954327
2.0009999999998906,Sensor2,Radar2,2.0010180212145117,-76.29985419291766,9200031666.435825,1.2325718427194494e-06,58.3658411295523
2.0009999999998906,Sensor3,Radar2,2.0010180756652898,-76.43447911314688,9199999999.999977,1.199495228330884e-06,58.70496339525247
2.0009999999998906,Sensor4,Radar2,2.001018133674414,-76.93478686403873,9197225179.659498,1.178676041598341e-06,58.94811802592634
2.0009999999998906,Sensor5,Radar2,2.0010181952713375,-78.14401475515795,9200000000.000153,1.1998583448270688e-06,59.16117285833741
2.0029999999998904,Sensor1,Radar2,2.003017962441499,-75.41502021117695,9200449429.629063,1.1904462169877092e-06,58.08508756053247
2.0029999999998904,Sensor2,Radar2,2.0030180221200093,-75.29309519532357,9199350630.063026,1.209710484259002e-06,58.65015084995222
2.0029999999998904,Sensor3,Radar2,2.003018081272361,-76.07285448964053,9199999999.99993,1.1963971492372171e-06,58.73034543080301
2.0029999999998904,Sensor4,Radar2,2.0030181345515823,-77.20394055021042,9202765741.007889,1.2240389420878581e-06,58.23532646751619
2.0029999999998904,Sensor5,Radar2,2.003018191344393,-78.07538643944133,9200000000.000193,1.2010326742110643e-06,59.1760887250319
2.00699999999989,Sensor1,Radar2,2.007017961745518,-74.49191082138027,9200588802.055052,1.2213328385978936e-06,59.0228950507739
2.00699999999989,Sensor2,Radar2,2.007018018158363,-75.81945989088234,9200302677.565708,1.1741999082722713e-06,59.17665477472934
2.00699999999989,Sensor3,Radar2,2.007018073241975,-76.3015484253505,9199999999.999998,1.1987080167360334e-06,59.014586650800645
2.00699999999989,Sensor4,Radar2,2.007018133389717,-77.38107226847303,9200846135.420938,1.247033970807051e-06,59.79585659645673
2.00699999999989,Sensor5,Radar2,2.007018192243799,-78.29433447824272,9200000000.00006,1.2004075661933417e-06,59.09532974850776
2.0089999999998898,Sensor1,Radar2,2.0090179620131625,-74.6741918785894,9200576489.174437,1.2239019381362091e-06,58.3517495193466
2.0089999999998898,Sensor2,Radar2,2.009018019666532,-76.29693416750858,9200938465.348408,1.2136644956639667e-06,58.69185805753778
2.0089999999998898,Sensor3,Radar2,2.009018078644304,-76.26111896999355,9199999999.999985,1.202781014093397e-06,59.18289228930796
2.0089999999998898,Sensor4,Radar2,2.0090181325833742,-77.4293302084713,9200742008.271595,1.1554866068255229e-06,59.41413751340518
2.0089999999998898,Sensor5,Radar2,2.009018194620739,-78.18318886379649,9200000000.000072,1.1990506177585335e-06,59.005415640642674
2.0129999999998893,Sensor1,Radar2,2.013017960302861,-76.35992222737696,9200299204.508493,1.1819219627507275e-06,57.19460520865511
2.0129999999998893,Sensor2,Radar2,2.0130180177386325,-75.6912737353987,9200365155.407429,1.1924683390787855e-06,58.395957282238264
2.0129999999998893,Sensor3,Radar2,2.0130180797736386,-76.27314574720288,9200000000.000034,1.2001155984297311e-06,58.955144419223515
2.0129999999998893,Sensor4,Radar2,2.013018132228554,-77.92354965251774,9198870966.799147,1.1611260452216094e-06,58.41010344184196
2.0129999999998893,Sensor5,Radar2,2.013018194552467,-78.16059976327425,9199999999.999895,1.1958965583646245e-06,59.0950863852504
2.014999999999889,Sensor1,Radar2,2.015017958708055,-73.83056756214631,9201300609.413528,1.2229655823743389e-06,59.44898283714601
2.014999999999889,Sensor2,Radar2,2.0150180175921966,-75.44196557923436,9199406732.796026,1.186167566617133e-06,59.293799340221796
2.014999999999889,Sensor3,Radar2,2.0150180710887007,-76.7056438338631,9200000000.000086,1.2053417480017616e-06,58.938343352936776
2.014999999999889,Sensor4,Radar2,2.0150181309456916,-76.83055453210567,9200101112.12984,1.1505353314007916e-06,59.38711366382423
2.014999999999889,Sensor5,Radar2,2.015018195088821,-78.38181580292307,9199999999.999805,1.1988622962994802e-06,59.02794325659833
2.0189999999998887,Sensor1,Radar2,2.0190179589429587,-75.3565118427649,9200736578.16244,1.2221015595816158e-06,59.73198340759458
2.0189999999998887,Sensor2,Radar2,2.019018016172811,-75.65054675872868,9199768898.541332,1.2003187361763628e-06,59.140968852379
2.0189999999998887,Sensor3,Radar2,2.019018073984865,-76.56512578477582,9200000000.00003,1.1945786959140719e-06,59.17891588874577
2.0189999999998887,Sensor4,Radar2,2.019018130389655,-76.99963565617256,9199015441.001999,1.1852713280183847e-06,58.484701043176614
2.0189999999998887,Sensor5,Radar2,2.019018198647357,-78.42844979002041,9199999999.99993,1.2021226208804315e-06,59.12885731907815
2.0209999999998884,Sensor1,Radar2,2.0210179587599333,-75.22765292824155,9199060097.55271,1.22058791634104e-06,57.44661952548594
2.0209999999998884,Sensor2,Radar2,2.021018015537795,-75.28922450908526,9199159035.001614,1.212751004621899e-06,58.31160135820975
2.0209999999998884,Sensor3,Radar2,2.0210180780921947,-76.07207746853075,9200000000.000069,1.2014393369369082e-06,58.90673559231686
2.0209999999998884,Sensor4,Radar2,2.021018130604405,-76.68360599960491,9199555095.543465,1.1698415463761791e-06,59.05202226397652
2.0209999999998884,Sensor5,Radar2,2.0210181880902645,-78.34384368453091,9199999999.999964,1.2017308563421644e-06,59.16955630283938
2.024999999999888,Sensor1,Radar2,2.025017957661721,-74.29482420472758,9199023832.582188,1.1870340656282766e-06,57.43512153071972
2.024999999999888,Sensor2,Radar2,2.025018017269833,-76.07352561103224,9200877919.59902,1.1742155857467212e-06,58.44932098532478
2.024999999999888,Sensor3,Radar2,2.0250180735357857,-76.2460736529179,9200000000.000044,1.1967020158616372e-06,59.01684332354352
2.024999999999888,Sensor4,Radar2,2.025018130039054,-76.88089511892356,9200753947.304588,1.1426840185159637e-06,58.80476701274181
2.024999999999888,Sensor5,Radar2,2.025018185254655,-78.49944055778147,9200000000.000126,1.2011286082061014e-06,59.08733755120919
2.026999999999888,Sensor1,Radar2,2.027017957704227,-74.9910334914428,9199760115.65946,1.185829511026342e-06,57.86009215747786
2.026999999999888,Sensor2,Radar2,2.027018015590738,-75.20102033177302,9199176718.427269,1.1831659259699443e-06,58.86939854569671
2.026999999999888,Sensor3,Radar2,2.027018075867673,-76.46688176083445,9200000000.000032,1.2029743190202454e-06,59.07220749362698
2.026999999999888,Sensor4,Radar2,2.0270181300419687,-77.53159798385109,9201115257.533285,1.2588634189109846e-06,58.94917060261025
2.026999999999888,Sensor5,Radar2,2.027018186100667,-78.48488488624969,9200000000.000156,1.2021039377845394e-06,59.20668119035226
2.0309999999998873,Sensor1,Radar2,2.031017958704337,-74.43705712556165,9199613292.871075,1.219099235185481e-06,58.155189734734115
2.0309999999998873,Sensor2,Radar2,2.0310180139450984,-75.95560829821746,9200010854.103521,1.2094787877977412e-06,58.528499037812345
2.0309999999998873,Sensor3,Radar2,2.031018067759043,-76.276644793425,9200000000.000055,1.2054552600904848e-06,58.85235052661098
2.0309999999998873,Sensor4,Radar2,2.0310181287422058,-77.79488074771203,9199418899.79012,1.2177238470664334e-06,59.24379846956862
2.0309999999998873,Sensor5,Radar2,2.03101818267488,-78.54702048233986,9199999999.999935,1.2026626072018754e-06,59.138797208107164
2.032999999999887,Sensor1,Radar2,2.0330179565655198,-74.62693930726442,9199550846.53402,1.188988091361258e-06,58.6169609275979
2.032999999999887,Sensor2,Radar2,2.033018014749793,-76.30551009196628,9200898045.22275,1.213042132029325e-06,59.049172100006075
2.032999999999887,Sensor3,Radar2,2.033018064968172,-76.77477216246709,9200000000.000097,1.1967250326792436e-06,59.29659994605509
2.032999999999887,Sensor4,Radar2,2.0330181293129423,-77.55211240258589,9202789895.711784,1.1451809457236028e-06,58.657239683878316
2.032999999999887,Sensor5,Radar2,2.0330181921406743,-78.52955964813579,9200000000.000132,1.199434145654948e-06,59.061803654629074
2.0369999999998867,Sensor1,Radar2,2.0370179528766883,-75.32285328808314,9199931614.406889,1.2114143728495495e-06,59.229177980003726
2.0369999999998867,Sensor2,Radar2,2.0370180155768773,-75.6997188702945,9199688566.536345,1.168684999886053e-06,58.78711454731883
2.0369999999998867,Sensor3,Radar2,2.037018069774498,-76.70365058643857,9200000000.000097,1.2024066680835036e-06,59.26544570163719
2.0369999999998867,Sensor4,Radar2,2.037018128823645,-77.21775079068804,9199588431.577595,1.205348038398856e-06,58.96236160810316
2.0369999999998867,Sensor5,Radar2,2.037018184800462,-78.29026286601172,9200000000.000113,1.198761157377544e-06,59.19430926574384
2.0389999999998865,Sensor1,Radar2,2.0390179567234057,-75.12724451090787,9197874072.18689,1.1924996097014792e-06,60.1599106550181
2.0389999999998865,Sensor2,Radar2,2.0390180135777767,-75.68243383246102,9200731615.970219,1.1956734925273096e-06,58.62932577146426
2.0389999999998865,Sensor3,Radar2,2.0390180731858245,-76.47296269337802,9200000000.000065,1.2020079040320737e-06,59.249632813129516
2.0389999999998865,Sensor4,Radar2,2.039018126569312,-77.34510652203409,9201463337.0301,1.2311160068777836e-06,58.765606843721834
2.0389999999998865,Sensor5,Radar2,2.039018183711109,-78.49292057128754,9200000000.000027,1.2016050323929012e-06,59.110891477186925
2.042999999999886,Sensor1,Radar2,2.043017955063507,-75.95538198235003,9199000455.338634,1.222127327782122e-06,58.70320199185213
2.042999999999886,Sensor2,Radar2,2.043018013807019,-75.8057906734816,9200171490.429352,1.235846316332956e-06,58.61202239276938
2.042999999999886,Sensor3,Radar2,2.0430180693611995,-76.57599998061836,9200000000.000021,1.197263566944098e-06,58.812278476651834
2.042999999999886,Sensor4,Radar2,2.0430181266676852,-77.37111355159104,9200366963.09214,1.2581606269628316e-06,58.92890340564748
2.042999999999886,Sensor5,Radar2,2.043018180991006,-78.54506309280482,9199999999.99993,1.1979377247645083e-06,59.19725234971845
2.044999999999886,Sensor1,Radar2,2.04501795439838,-74.40045179759349,9199593020.072361,1.187065927403152e-06,58.54984890174125
2.044999999999886,Sensor2,Radar2,2.045018011685497,-75.70626071687983,9199754710.865578,1.1977329753463317e-06,58.62744529647779
2.044999999999886,Sensor3,Radar2,2.045018070547586,-76.64310478313828,9200000000.000065,1.1987728446043513e-06,59.0593860805818
2.044999999999886,Sensor4,Radar2,2.0450181259923657,-77.34969629065206,9202689535.594658,1.1782431469784239e-06,58.297034283506456
2.044999999999886,Sensor5,Radar2,2.0450181843572666,-78.594277268756,9200000000.000137,1.2004994055304536e-06,59.24638155219789
2.0489999999998854,Sensor1,Radar2,2.049017956127877,-74.28521546825404,9199798096.096819,1.2014038395517404e-06,58.53552898902227
2.0489999999998854,Sensor2,Radar2,2.0490180106672775,-76.12877980936501,9200309563.383713,1.1748716468884345e-06,58.86600785454533
2.0489999999998854,Sensor3,Radar2,2.049018067842824,-76.27428422177546,9200000000.00002,1.196960757019968e-06,59.21447112005066
2.0489999999998854,Sensor4,Radar2,2.049018125382585,-77.45051671369474,9202677266.421118,1.2361653159442325e-06,58.63244940934444
2.0489999999998854,Sensor5,Radar2,2.049018185512593,-78.67125106788203,9200000000.000183,1.2010118620771593e-06,59.10832206874976
2.050999999999885,Sensor1,Radar2,2.051017953679333,-75.57421933567628,9199109615.59183,1.1991864513375504e-06,58.96152473132863
2.050999999999885,Sensor2,Radar2,2.0510180122010984,-75.65189744540885,9200018619.927177,1.2094113731476777e-06,58.55185518099977
2.050999999999885,Sensor3,Radar2,2.051018064391385,-76.40938499314882,9199999999.999928,1.2039432707165228e-06,59.17203668627315
2.050999999999885,Sensor4,Radar2,2.0510181259180085,-77.56778321083323,9199213273.834826,1.2083170865683882e-06,58.76471843069161
2.050999999999885,Sensor5,Radar2,2.0510181903651867,-78.79697829630442,9199999999.999928,1.2028121089766606e-06,59.04630664471824
2.0549999999998847,Sensor1,Radar2,2.055017951995324,-74.97297827766823,9198777732.841604,1.2078601777462114e-06,57.76484763606684
2.0549999999998847,Sensor2,Radar2,2.0550180103115783,-75.61131332426545,9199010892.42884,1.1725274443036791e-06,58.747367144899656
2.0549999999998847,Sensor3,Radar2,2.055018064178147,-76.76941385759753,9200000000.000078,1.2096204701786358e-06,58.905205259456594
2.0549999999998847,Sensor4,Radar2,2.0550181256253666,-77.34104436807615,9202887785.216976,1.1830603354367124e-06,59.04798161963622
2.0549999999998847,Sensor5,Radar2,2.055018173621809,-78.55528253039255,9200000000.000193,1.2000320720662094e-06,59.198606405891326
2.0569999999998845,Sensor1,Radar2,2.057017953407675,-75.14453040739289,9200492400.729296,1.21817580115998e-06,58.38052921445105
2.0569999999998845,Sensor2,Radar2,2.057018011048806,-76.0720162679769,9200737463.194633,1.2219553920508866e-06,58.52871746214574
2.0569999999998845,Sensor3,Radar2,2.057018066734516,-77.05835170652263,9200000000.00005,1.2057163287917406e-06,59.21175764567967
2.0569999999998845,Sensor4,Radar2,2.0570181243991597,-77.99075469038965,9202331036.967001,1.2496531652119392e-06,58.914663059482734
2.0569999999998845,Sensor5,Radar2,2.057018181391942,-78.69289278785834,9199999999.999905,1.202013832986794e-06,59.25137959505453
2.060999999999884,Sensor1,Radar2,2.0610179525207775,-75.127701955796,9199800104.589382,1.2174917444772073e-06,57.556823552695576
2.060999999999884,Sensor2,Radar2,2.0610180102811726,-76.00518043753105,9200950903.559975,1.1830249617757377e-06,59.128679519639
2.060999999999884,Sensor3,Radar2,2.061018066748369,-76.71572385358925,9200000000.0,1.2089462729696455e-06,58.93148372860496
2.060999999999884,Sensor4,Radar2,2.0610181241762175,-78.30282628540131,9200872127.791368,1.209852977088022e-06,59.14510213086342
2.060999999999884,Sensor5,Radar2,2.0610181861954455,-78.82818456387386,9199999999.999874,1.1969966799540137e-06,59.188461252819344
2.062999999999884,Sensor1,Radar2,2.063017954700747,-75.03359321038093,9201047230.52973,1.217592645353078e-06,58.03320772860205
2.062999999999884,Sensor2,Radar2,2.0630180135272744,-75.57049896643636,9199443046.114819,1.1786157247746524e-06,58.3943486411629
2.062999999999884,Sensor3,Radar2,2.063018065123984,-76.88978518047644,9199999999.999905,1.19717563837065e-06,59.030260847749766
2.062999999999884,Sensor4,Radar2,2.063018122451424,-78.0886153430428,9198959457.178112,1.1785473605396408e-06,59.617566336740104
2.062999999999884,Sensor5,Radar2,2.0630181816926867,-78.7309458766397,9200000000.000183,1.1983312303265748e-06,59.289067534586145
2.0669999999998834,Sensor1,Radar2,2.0670179510177826,-75.26948117537233,9199602765.78043,1.2031395956130745e-06,59.2229151541199
2.0669999999998834,Sensor2,Radar2,2.067018009621473,-75.61484825987095,9199278103.460072,1.226745387840121e-06,59.031971105681194
2.0669999999998834,Sensor3,Radar2,2.0670180656751618,-76.88794187540542,9200000000.000061,1.1985128915444346e-06,58.9949485982429
2.0669999999998834,Sensor4,Radar2,2.0670181231184337,-77.50070665936865,9199563268.476519,1.1516507344807104e-06,58.948040975821115
2.0669999999998834,Sensor5,Radar2,2.0670181853394562,-78.79662232902217,9200000000.000128,1.1959073849743242e-06,59.13665274484422
2.068999999999883,Sensor1,Radar2,2.069017952763121,-75.9530620341432,9201251088.575378,1.1932102655915032e-06,60.16099700752674
2.068999999999883,Sensor2,Radar2,2.069018006430535,-75.95101672775951,9199589728.429222,1.2093211677427092e-06,59.3362750262159
2.068999999999883,Sensor3,Radar2,2.069018063568419,-76.82334077351172,9199999999.999996,1.2054910532410946e-06,58.83738558747796
2.068999999999883,Sensor4,Radar2,2.0690181215354295,-77.19532781441438,9201781168.593515,1.1487304884668722e-06,59.192798494634296
2.068999999999883,Sensor5,Radar2,2.069018186000643,-78.64592552792108,9199999999.999971,1.2007483021213384e-06,58.95491905162003
2.0729999999998827,Sensor1,Radar2,2.0730179506553483,-75.20410926451576,9201666358.450262,1.2016366842319284e-06,59.415230939645404
2.0729999999998827,Sensor2,Radar2,2.0730180067053423,-76.13109312071276,9200059714.736681,1.2151283988200163e-06,58.711974007870495
2.0729999999998827,Sensor3,Radar2,2.073018066240264,-76.56305331212519,9200000000.00001,1.2079052556458436e-06,58.9474101586007
2.0729999999998827,Sensor4,Radar2,2.073018121909196,-77.87874363295599,9198955634.18525,1.2463761875668532e-06,58.467567823227675
2.0729999999998827,Sensor5,Radar2,2.073018180025704,-78.73689358481732,9200000000.000177,1.1982458880195333e-06,59.32345815664134
2.0749999999998825,Sensor1,Radar2,2.0750179484767814,-75.4969559732806,9199607454.979294,1.2069512487268917e-06,59.67980104358541
2.0749999999998825,Sensor2,Radar2,2.0750180053275087,-75.8230221142486,9200069116.787716,1.1670197784488692e-06,58.88143405675567
